pseudofile,ecutwfc,ecutrho
Ac.pbe-spfn-rrkjus_psl.1.0.0.UPF,48.4106923035429,328.135829352194
Ag.pbe-dn-rrkjus_psl.0.1.UPF,32.0508209979998,164.714434116741
Ag.pbe-n-rrkjus_psl.1.0.0.UPF,45.133927464171,180.535709856684
Ag.pbe-spn-rrkjus_psl.0.3.1.UPF,62.6270632416371,407.982992113154
Ag.pbe-spn-rrkjus_psl.1.0.0.UPF,62.6270632416371,407.982992113154
Al.pbe-n-rrkjus_psl.0.1.UPF,36.1315175142272,144.526070056909
Al.pbe-n-rrkjus_psl.1.0.0.UPF,29.4943026984848,143.483662147689
Al.pbe-nl-rrkjus_psl.1.0.0.UPF,28.531721308171,120.557354406085
Am.pbe-spfn-rrkjus_psl.1.0.0.UPF,48.480591999872,284.353331722861
Ar.pbe-n-rrkjus_psl.0.3.0.UPF,26.0278888407656,225.471244580625
Ar.pbe-n-rrkjus_psl.1.0.0.UPF,47.5965082958769,225.141851164376
Ar.pbe-nl-rrkjus_psl.1.0.0.UPF,46.1944431508375,189.00407026941
As.pbe-dn-rrkjus_psl.0.3.1.UPF,54.1063504611618,251.578838100165
As.pbe-dn-rrkjus_psl.1.0.0.UPF,42.6248276253242,288.867131564484
As.pbe-n-rrkjus_psl.0.2.UPF,19.9067571458288,103.137455401762
As.pbe-n-rrkjus_psl.1.0.0.UPF,19.9067571458288,103.137455391061
At.pbe-dn-rrkjus_psl.0.3.1.UPF,63.051533202854,463.323262847148
At.pbe-dn-rrkjus_psl.1.0.0.UPF,50.333849503422,470.859370902683
Au.pbe-dn-rrkjus_psl.0.3.0.UPF,26.1241959299631,356.549925537181
Au.pbe-n-rrkjus_psl.1.0.0.UPF,40.9894562512901,363.694950302455
Au.pbe-spfn-rrkjus_psl.1.0.0.UPF,68.221274338303,375.84476910104
Au.pbe-spn-rrkjus_psl.0.2.4.UPF,46.1168920465576,389.121434942625
Au.pbe-spn-rrkjus_psl.1.0.0.UPF,68.221274338303,353.24127328718
B.pbe-n-rrkjus_psl.0.1.UPF,47.7764760882474,216.334340756979
B.pbe-n-rrkjus_psl.1.0.0.UPF,42.5887378363066,324.567064108007
Ba.pbe-spn-rrkjus_psl.0.2.3.UPF,28.3310637004517,166.168215807431
Ba.pbe-spn-rrkjus_psl.1.0.0.UPF,37.4096100144753,175.780227493119
Be.pbe-n-rrkjus_psl.0.2.UPF,30.0540470667662,197.28260646169
Be.pbe-n-rrkjus_psl.1.0.0.UPF,33.0447523239799,132.17900929592
Be.pbe-s-rrkjus_psl.0.3.1.UPF,80.8963740973967,421.706372794455
Be.pbe-s-rrkjus_psl.1.0.0.UPF,80.8963740973967,870.55310385379
Be.pbe-sl-rrkjus_psl.1.0.0.UPF,70.1298385086132,710.076211452473
Bi.pbe-dn-rrkjus_psl.0.2.2.UPF,31.0408296164712,442.616706872206
Bi.pbe-dn-rrkjus_psl.1.0.0.UPF,45.2354121714915,454.662304767205
Br.pbe-dn-rrkjus_psl.0.3.1.UPF,78.3438925266333,350.19527440564
Br.pbe-dn-rrkjus_psl.1.0.0.UPF,56.2066389234295,289.106209536289
Br.pbe-n-rrkjus_psl.0.2.UPF,24.7255333864914,108.047686616687
Br.pbe-n-rrkjus_psl.1.0.0.UPF,48.9031030979865,195.612412391946
C.pbe-n-rrkjus_psl.0.1.UPF,36.6569098465589,317.867423252014
C.pbe-n-rrkjus_psl.1.0.0.UPF,40.1867666149419,326.260592265119
Ca.pbe-spn-rrkjus_psl.0.2.3.UPF,35.5940651523258,170.377830390364
Ca.pbe-spn-rrkjus_psl.1.0.0.UPF,45.0516838455948,273.93483614823
Cd.pbe-dn-rrkjus_psl.0.3.1.UPF,37.1176178782654,179.301997724222
Cd.pbe-n-rrkjus_psl.1.0.0.UPF,37.1176178782654,637.576970696014
Cd.pbe-spn-rrkjus_psl.1.0.0.UPF,64.9982147790483,531.808872629839
Ce.pbe-spdfn-rrkjus_psl.1.0.0.UPF,173.115404213013,692.461616852051
Ce.pbe-spdn-rrkjus_psl.0.3.1.UPF,32.5969819729434,156.545000119711
Ce.pbe-spdn-rrkjus_psl.1.0.0.UPF,36.9120473828455,179.219530016553
Cl.pbe-n-rrkjus_psl.0.3.0.UPF,36.4986346474176,145.99453858967
Cl.pbe-n-rrkjus_psl.1.0.0.UPF,45.3311790730129,223.209382781261
Cl.pbe-nl-rrkjus_psl.1.0.0.UPF,45.3311790730129,181.324716292052
Co.pbe-n-rrkjus_psl.0.2.3.UPF,35.7641030992696,179.501065844332
Co.pbe-n-rrkjus_psl.1.0.0.UPF,45.1282018381939,237.555443937202
Co.pbe-spn-rrkjus_psl.0.3.1.UPF,59.9515017517316,444.712314121218
Co.pbe-spn-rrkjus_psl.1.0.0.UPF,74.366093124358,472.713773647205
Cr.pbe-spn-rrkjus_psl.0.2.3.UPF,49.722055809137,238.857293768133
Cr.pbe-spn-rrkjus_psl.1.0.0.UPF,48.033775383073,456.606071529548
Cs.pbe-spn-rrkjus_psl.0.2.3.UPF,35.1205277686375,149.80715067461
Cs.pbe-spn-rrkjus_psl.1.0.0.UPF,34.0292375061642,257.923250025623
Cs.pbe-spnl-rrkjus_psl.1.0.0.UPF,35.120528226815,172.47910542135
Cu.pbe-dn-rrkjus_psl.0.2.UPF,33.2301426072891,150.26417519228
Cu.pbe-dn-rrkjus_psl.1.0.0.UPF,44.6640925937525,235.875352173751
Cu.pbe-spn-rrkjus_psl.0.3.1.UPF,87.4374311018487,355.509384448937
Cu.pbe-spn-rrkjus_psl.1.0.0.UPF,70.7922290584329,328.440394662971
Dy.pbe-spdfn-rrkjus_psl.1.0.0.UPF,124.847175958804,499.388703835218
Dy.pbe-spdn-rrkjus_psl.0.3.1.UPF,35.6548959004285,265.174886657403
Dy.pbe-spdn-rrkjus_psl.1.0.0.UPF,35.6548959004285,265.174886657403
Er.pbe-spdfn-rrkjus_psl.1.0.0.UPF,134.626583269742,578.080787342866
Er.pbe-spdn-rrkjus_psl.0.3.1.UPF,37.7397043242403,265.317420752129
Er.pbe-spdn-rrkjus_psl.1.0.0.UPF,36.8936625375868,265.317420752129
Er.pbe-spn-rrkjus_psl.0.3.1.UPF,34.5010960098161,280.399728103358
Eu.pbe-spdfn-rrkjus_psl.1.0.0.UPF,122.083634893025,488.3345395721
Eu.pbe-spdn-rrkjus_psl.0.3.1.UPF,34.7229326532032,258.563450332087
Eu.pbe-spdn-rrkjus_psl.1.0.0.UPF,34.7229326532032,258.563450332087
Eu.pbe-spn-rrkjus_psl.0.3.1.UPF,33.6184078527245,257.785551031759
Eu.pbe-spn-rrkjus_psl.1.0.0.UPF,33.6184078527245,257.785551031759
F.pbe-n-rrkjus_psl.0.1.UPF,47.8849880269798,316.171905216797
F.pbe-n-rrkjus_psl.1.0.0.UPF,49.1461586019775,316.477105429178
Fe.pbe-n-rrkjus_psl.0.2.4.UPF,37.4480597065493,235.064369230431
Fe.pbe-n-rrkjus_psl.1.0.0.UPF,45.6595215836177,237.039786259367
Fe.pbe-spn-rrkjus_psl.0.2.1.UPF,63.926141049617,781.736943368579
Fe.pbe-spn-rrkjus_psl.1.0.0.UPF,70.8118183358783,496.368349227072
Fr.pbe-spdn-rrkjus_psl.1.0.0.UPF,62.9344853087962,506.084315224972
Ga.pbe-dn-rrkjus_psl.0.2.UPF,33.4473298586255,180.016829604973
Ga.pbe-dn-rrkjus_psl.1.0.0.UPF,60.3066587664373,244.457609545279
Ga.pbe-dnl-rrkjus_psl.1.0.0.UPF,43.3036586941114,239.540272686294
Gd.pbe-spdfn-rrkjus_psl.1.0.0.UPF,116.60603456655,578.560196737073
Gd.pbe-spdn-rrkjus_psl.0.3.1.UPF,34.8317948640862,227.014596411392
Gd.pbe-spdn-rrkjus_psl.1.0.0.UPF,34.8317948640862,227.014596411392
Ge.pbe-dn-rrkjus_psl.0.3.1.UPF,36.0617861136868,240.13464866123
Ge.pbe-dn-rrkjus_psl.1.0.0.UPF,41.6306299020683,239.360683479274
Ge.pbe-n-rrkjus_psl.1.0.0.UPF,19.6187666165499,115.767375733576
H.pbe-rrkjus_psl.0.1.UPF,45.6557600347421,220.91070223394
H.pbe-rrkjus_psl.1.0.0.UPF,45.6557600347421,220.91070223394
He.pbe-rrkjus_psl.0.2.3.UPF,41.2819426326851,165.127770530741
He.pbe-rrkjus_psl.1.0.0.UPF,46.2346617190743,203.114891196485
Hf.pbe-spdfn-rrkjus_psl.1.0.0.UPF,124.85309397115,631.926868438614
Hf.pbe-spfn-rrkjus_psl.1.0.0.UPF,45.5776534952849,315.62409305299
Hf.pbe-spn-rrkjus_psl.0.2.UPF,43.3935413886109,310.68789322994
Hf.pbe-spn-rrkjus_psl.1.0.0.UPF,45.5776534952849,264.437530676414
Hg.pbe-dn-rrkjus_psl.0.2.2.UPF,28.9166379020654,118.826052510933
Hg.pbe-n-rrkjus_psl.1.0.0.UPF,42.2721116438763,382.165093109073
Hg.pbe-spn-rrkjus_psl.1.0.0.UPF,75.4582548234439,424.46955976657
Ho.pbe-spdfn-rrkjus_psl.1.0.0.UPF,128.928658424349,515.714633697395
Ho.pbe-spdn-rrkjus_psl.0.3.1.UPF,36.1255634739614,267.981263923694
Ho.pbe-spdn-rrkjus_psl.1.0.0.UPF,36.1255634739614,267.981263923694
I.pbe-dn-rrkjus_psl.1.0.0.UPF,69.4607708858102,277.843083543241
I.pbe-n-rrkjus_psl.0.2.UPF,28.1660345713085,112.664138285234
I.pbe-n-rrkjus_psl.1.0.0.UPF,36.1474753178616,154.227252840826
In.pbe-dn-rrkjus_psl.0.2.2.UPF,47.5872195672119,190.348878268848
In.pbe-dn-rrkjus_psl.1.0.0.UPF,40.7914120646726,212.485398144734
Ir.pbe-n-rrkjus_psl.0.2.3.UPF,27.0002933802304,360.824809678105
Ir.pbe-n-rrkjus_psl.1.0.0.UPF,29.7103362434986,304.597792103518
Ir.pbe-spfn-rrkjus_psl.1.0.0.UPF,64.4504715169459,446.274892117432
Ir.pbe-spn-rrkjus_psl.0.2.6.UPF,49.4173315877837,360.176118292855
Ir.pbe-spn-rrkjus_psl.1.0.0.UPF,56.5938495020212,317.129713934504
K.pbe-spn-rrkjus_psl.0.2.3.UPF,33.5264996333622,365.932057496656
K.pbe-spn-rrkjus_psl.1.0.0.UPF,40.8756231727433,277.300536171771
Kr.pbe-dn-rrkjus_psl.1.0.0.UPF,54.4831068113485,251.790344163107
Kr.pbe-n-rrkjus_psl.0.2.3.UPF,27.6923761605275,219.649172703906
La.pbe-spdfn-rrkjus_psl.1.0.0.UPF,116.761416376257,1043.42590632206
La.pbe-spfn-rrkjus_psl.1.0.0.UPF,74.7545596738891,537.194595464503
Li.pbe-s-rrkjus_psl.0.2.1.UPF,78.3213485032203,354.959540315857
Li.pbe-s-rrkjus_psl.1.0.0.UPF,102.511788747316,410.047154989266
Li.pbe-sl-rrkjus_psl.1.0.0.UPF,49.6807400231239,324.738375028247
Lu.pbe-spdfn-rrkjus_psl.1.0.0.UPF,172.768806447139,713.855017061361
Lu.pbe-spdn-rrkjus_psl.0.3.1.UPF,40.6078130144342,333.209090490106
Lu.pbe-spdn-rrkjus_psl.1.0.0.UPF,41.913243643321,333.209090490106
Mg.pbe-n-rrkjus_psl.0.3.0.UPF,12.9773387270359,86.6416406427701
Mg.pbe-sp-rrkjus_psl.0.2.5.UPF,94.1701917906643,561.783472293066
Mg.pbe-spn-rrkjus_psl.1.0.0.UPF,97.1893700444252,397.909861246753
Mg.pbe-spnl-rrkjus_psl.1.0.0.UPF,58.1209079264665,385.115248276811
Mn.pbe-spn-rrkjus_psl.0.3.1.UPF,45.7211311872822,244.061166775969
Mn.pbe-spn-rrkjus_psl.1.0.0.UPF,56.6484355133644,701.653688583302
Mo.pbe-spn-rrkjus_psl.0.3.0.UPF,48.4780415790097,448.5180955332
Mo.pbe-spn-rrkjus_psl.1.0.0.UPF,48.9483860889881,306.338192938059
N.pbe-n-rrkjus_psl.0.1.UPF,38.6356313894956,263.622388566491
N.pbe-n-rrkjus_psl.1.0.0.UPF,43.9165170831579,320.270807976261
Na.pbe-spn-rrkjus_psl.0.2.UPF,40.7227652304711,162.891060921884
Na.pbe-spn-rrkjus_psl.1.0.0.UPF,66.1040594626255,323.016394729003
Na.pbe-spnl-rrkjus_psl.1.0.0.UPF,66.1040594626255,323.422982741735
Nb.pbe-spn-rrkjus_psl.0.3.0.UPF,41.9845743954306,363.560976737029
Nb.pbe-spn-rrkjus_psl.1.0.0.UPF,46.6304347753274,265.837589049466
Nd.pbe-spdfn-rrkjus_psl.1.0.0.UPF,109.520163473249,562.532603871627
Nd.pbe-spdn-rrkjus_psl.0.3.1.UPF,37.9952723362995,201.725860511158
Nd.pbe-spdn-rrkjus_psl.1.0.0.UPF,37.9952723362995,201.725860511158
Ne.pbe-n-rrkjus_psl.0.3.0.UPF,36.8756683728649,257.094442718396
Ne.pbe-n-rrkjus_psl.1.0.0.UPF,53.9607267611079,264.126827497686
Ni.pbe-n-rrkjus_psl.0.1.UPF,41.0835062649565,235.526276553974
Ni.pbe-n-rrkjus_psl.1.0.0.UPF,41.0835062649565,235.526276553974
Ni.pbe-spn-rrkjus_psl.0.3.1.UPF,88.7572077463833,409.234847691903
Ni.pbe-spn-rrkjus_psl.1.0.0.UPF,74.6426274251243,475.813951569358
Np.pbe-spfn-rrkjus_psl.1.0.0.UPF,110.931156845439,550.609261704795
O.pbe-n-rrkjus_psl.0.1.UPF,46.6494612029883,323.024651753927
O.pbe-n-rrkjus_psl.1.0.0.UPF,46.6494612029883,323.024651753927
O.pbe-nl-rrkjus_psl.1.0.0.UPF,42.7557652486818,315.733375654432
Os.pbe-n-rrkjus_psl.0.2.3.UPF,25.5598090967202,260.981175937412
Os.pbe-spfn-rrkjus_psl.1.0.0.UPF,65.5281691681566,446.348366029448
Os.pbe-spn-rrkjus_psl.1.0.0.UPF,53.7932606546878,267.960007233144
P.pbe-n-rrkjus_psl.0.1.UPF,17.3217817026715,78.7159293969468
P.pbe-n-rrkjus_psl.1.0.0.UPF,34.4140526565094,171.19362488751
P.pbe-nl-rrkjus_psl.1.0.0.UPF,34.4140526565094,137.656210626037
Pa.pbe-spfn-rrkjus_psl.1.0.0.UPF,90.9336610494491,445.550359090112
Pb.pbe-dn-rrkjus_psl.0.2.2.UPF,39.5997715578551,158.39908623142
Pb.pbe-dn-rrkjus_psl.1.0.0.UPF,45.9685788785672,211.362163818606
Pd.pbe-n-rrkjus_psl.0.3.0.UPF,31.9517054401984,137.563875745808
Pd.pbe-n-rrkjus_psl.1.0.0.UPF,36.2135825707381,447.69425825585
Pd.pbe-spn-rrkjus_psl.0.3.0.UPF,68.864034511014,550.646115876925
Pd.pbe-spn-rrkjus_psl.1.0.0.UPF,55.7633779469694,539.354955111543
Pm.pbe-spdfn-rrkjus_psl.1.0.0.UPF,112.579276948159,482.438623366262
Pm.pbe-spdn-rrkjus_psl.0.3.1.UPF,33.7922254709969,198.346729794525
Pm.pbe-spdn-rrkjus_psl.1.0.0.UPF,33.7922254709969,198.346729794525
Po.pbe-dn-rrkjus_psl.0.3.1.UPF,53.4944865399355,447.41954176276
Po.pbe-dn-rrkjus_psl.1.0.0.UPF,46.6303492322293,455.015158906518
Pr.pbe-spdfn-rrkjus_psl.1.0.0.UPF,119.74732638932,621.200691498786
Pr.pbe-spdn-rrkjus_psl.0.3.1.UPF,32.754601528124,194.782250734814
Pr.pbe-spdn-rrkjus_psl.1.0.0.UPF,41.0056400492812,309.28271993423
Pt.pbe-n-rrkjus_psl.0.1.UPF,39.1032548290553,401.319424092551
Pt.pbe-n-rrkjus_psl.1.0.0.UPF,39.1032548356441,401.319424155876
Pt.pbe-spfn-rrkjus_psl.1.0.0.UPF,76.7302036877828,391.927249640077
Pt.pbe-spn-rrkjus_psl.0.2.4.UPF,48.7957181248899,378.302447170123
Pt.pbe-spn-rrkjus_psl.1.0.0.UPF,58.2325852646172,322.071563118316
Pu.pbe-spfn-rrkjus_psl.1.0.0.UPF,45.2222404471619,350.717437830274
Ra.pbe-spdn-rrkjus_psl.1.0.0.UPF,78.2590855037803,523.422553746557
Rb.pbe-spn-rrkjus_psl.0.2.3.UPF,27.5744387911533,217.412433498933
Rb.pbe-spn-rrkjus_psl.1.0.0.UPF,34.5910301150994,258.717758098921
Re.pbe-spfn-rrkjus_psl.1.0.0.UPF,52.3406765904833,437.426689676266
Re.pbe-spn-rrkjus_psl.0.3.1.UPF,54.1547877095314,373.825273939591
Re.pbe-spn-rrkjus_psl.1.0.0.UPF,51.2829834470861,273.936605811547
Rh.pbe-spn-rrkjus_psl.0.3.0.UPF,55.0703368903943,438.69667131564
Rh.pbe-spn-rrkjus_psl.1.0.0.UPF,52.9163338122703,360.807700988769
Rn.pbe-dn-rrkjus_psl.0.3.1.UPF,56.6216626258907,464.787603536721
Rn.pbe-dn-rrkjus_psl.1.0.0.UPF,49.4573059147302,213.006410089851
Ru.pbe-spn-rrkjus_psl.0.3.0.UPF,62.0554272263126,797.601335834789
Ru.pbe-spn-rrkjus_psl.1.0.0.UPF,52.1230262216969,353.300489169303
S.pbe-n-rrkjus_psl.0.1.UPF,17.499665802473,77.3182375443956
S.pbe-n-rrkjus_psl.1.0.0.UPF,39.134922253693,180.969984311522
S.pbe-nl-rrkjus_psl.1.0.0.UPF,39.134922253693,156.539689014772
Sb.pbe-dn-rrkjus_psl.0.3.1.UPF,49.35362453581,242.863632816689
Sb.pbe-dn-rrkjus_psl.1.0.0.UPF,47.0432498094797,246.366640228387
Sb.pbe-n-rrkjus_psl.0.3.1.UPF,32.999793448508,131.999173794032
Sb.pbe-n-rrkjus_psl.1.0.0.UPF,26.6687292376815,135.599080821703
Sc.pbe-spn-rrkjus_psl.0.2.3.UPF,45.6453321183788,476.500567585384
Sc.pbe-spn-rrkjus_psl.1.0.0.UPF,50.1388727607882,401.918122531887
Se.pbe-dn-rrkjus_psl.0.3.1.UPF,60.7123283541031,255.591598305976
Se.pbe-dn-rrkjus_psl.1.0.0.UPF,55.2024673301075,249.006038176738
Se.pbe-n-rrkjus_psl.0.2.UPF,20.6122598802216,94.5703652440744
Se.pbe-n-rrkjus_psl.1.0.0.UPF,22.2161735008729,117.425731718751
Si.pbe-n-rrkjus_psl.0.1.UPF,37.8168380119216,151.267352047686
Si.pbe-n-rrkjus_psl.1.0.0.UPF,43.7435399286416,174.974159714566
Si.pbe-nl-rrkjus_psl.1.0.0.UPF,43.7435399286416,174.974159714566
Sm.pbe-spdfn-rrkjus_psl.1.0.0.UPF,116.763771143256,481.954735075381
Sm.pbe-spdn-rrkjus_psl.0.3.1.UPF,33.9275083117182,195.225485560251
Sm.pbe-spdn-rrkjus_psl.1.0.0.UPF,33.9275083117182,195.225485560251
Sm.pbe-spn-rrkjus_psl.0.3.1.UPF,33.4119212131521,222.774739474085
Sn.pbe-dn-rrkjus_psl.0.2.UPF,25.3840222852562,125.863479184905
Sn.pbe-dn-rrkjus_psl.1.0.0.UPF,47.0742571117684,249.908756764605
Sr.pbe-spn-rrkjus_psl.0.2.3.UPF,31.4800987964749,380.118025623664
Sr.pbe-spn-rrkjus_psl.1.0.0.UPF,39.1626357444771,262.485318144085
Ta.pbe-spfn-rrkjus_psl.1.0.0.UPF,51.3298178110138,530.065692783773
Ta.pbe-spn-rrkjus_psl.0.2.UPF,46.9074584055741,386.994162494876
Ta.pbe-spn-rrkjus_psl.1.0.0.UPF,43.4077160681201,264.126118177785
Tb.pbe-spdfn-rrkjus_psl.1.0.0.UPF,121.035665004767,620.082220719563
Tb.pbe-spdn-rrkjus_psl.0.3.1.UPF,34.9866828782863,228.664053867763
Tb.pbe-spdn-rrkjus_psl.1.0.0.UPF,34.9866828782863,228.664053867763
Tc.pbe-spn-rrkjus_psl.0.3.0.UPF,61.9983810225724,832.289446515117
Tc.pbe-spn-rrkjus_psl.1.0.0.UPF,56.5093633970664,423.52701350394
Te.pbe-dn-rrkjus_psl.0.3.1.UPF,42.7364284520117,210.897141362162
Te.pbe-dn-rrkjus_psl.1.0.0.UPF,81.8254340869968,327.301736347987
Te.pbe-n-rrkjus_psl.0.3.1.UPF,33.8866044379744,150.997420962191
Te.pbe-n-rrkjus_psl.1.0.0.UPF,31.6526559692147,151.27233616569
Th.pbe-spfn-rrkjus_psl.1.0.0.UPF,103.254229638114,413.016918552457
Ti.pbe-spn-rrkjus_psl.0.3.1.UPF,50.4310517417015,738.381421454391
Ti.pbe-spn-rrkjus_psl.1.0.0.UPF,51.678415774517,575.452107853256
Tl.pbe-dn-rrkjus_psl.0.2.3.UPF,35.0285337569684,150.363213782139
Tl.pbe-dn-rrkjus_psl.1.0.0.UPF,44.5465510797614,210.14561638288
Tm.pbe-spdfn-rrkjus_psl.1.0.0.UPF,137.124995208877,579.11198406058
Tm.pbe-spdn-rrkjus_psl.0.3.1.UPF,37.8251667827442,316.47207666561
Tm.pbe-spdn-rrkjus_psl.1.0.0.UPF,37.8251667827442,316.47207666561
U.pbe-spfn-rrkjus_psl.1.0.0.UPF,93.2574583081241,683.452243173087
V.pbe-spn-rrkjus_psl.0.2.3.UPF,47.4240269627976,730.811842394881
V.pbe-spn-rrkjus_psl.1.0.0.UPF,49.9223603189918,641.33473804923
V.pbe-spnl-rrkjus_psl.1.0.0.UPF,47.5519794891516,645.077428809833
W.pbe-spfn-rrkjus_psl.1.0.0.UPF,50.6175863082944,379.110626333563
W.pbe-spn-rrkjus_psl.0.2.3.UPF,49.3744038705766,493.970849629245
W.pbe-spn-rrkjus_psl.1.0.0.UPF,50.3901541066771,475.221246232481
W.pbe-spn-rrkjus_psl.1.0.1.UPF,50.3901541066771,475.923646904078
Xe.pbe-dn-rrkjus_psl.1.0.0.UPF,44.5397669350526,211.746805840325
Xe.pbe-n-rrkjus_psl.0.3.1.UPF,42.4985045249181,209.578232912483
Y.pbe-spn-rrkjus_psl.0.2.3.UPF,36.4964939042386,251.830395381033
Y.pbe-spn-rrkjus_psl.1.0.0.UPF,38.0136862131949,257.205667179167
Yb.pbe-spdfn-rrkjus_psl.1.0.0.UPF,140.766055856713,634.505933217711
Yb.pbe-spdn-rrkjus_psl.0.3.1.UPF,38.9366195893243,278.186240386474
Yb.pbe-spdn-rrkjus_psl.1.0.0.UPF,38.9366195893243,278.186240386474
Yb.pbe-spn-rrkjus_psl.0.3.1.UPF,39.433932552835,282.677938531178
Yb.pbe-spn-rrkjus_psl.1.0.0.UPF,39.433932552835,282.677938531178
Zn.pbe-dn-rrkjus_psl.0.2.2.UPF,39.1762974647499,232.474833929286
Zn.pbe-dn-rrkjus_psl.1.0.0.UPF,43.631740891238,275.532939269019
Zn.pbe-spn-rrkjus_psl.0.3.1.UPF,72.9795564406078,494.999860151192
Zn.pbe-spn-rrkjus_psl.1.0.0.UPF,73.3654448522165,393.562788327314
Zr.pbe-spn-rrkjus_psl.0.2.3.UPF,41.3347733711785,326.216532579759
Zr.pbe-spn-rrkjus_psl.1.0.0.UPF,45.5509410774412,267.453095823566
